name,AverageShortestPathLength,ClosenessCentrality,NeighborhoodConnectivity,TopologicalCoefficient,Label
FAS,2.422374429,0.412818096,75.71428571,0.101629914,0
SATB1,2.726788432,0.366731789,66.54545455,0.152283201,0
SPN,2.610350076,0.383090379,69.73333333,0.126039783,0
EXOSC6,3.00304414,0.332995438,30,0.139108555,0
AIF1,2.382039574,0.419808307,104.9545455,0.131029395,0
FCGR2B,2.561643836,0.390374332,78.65853659,0.131495228,0
HLA-DRA,2.52587519,0.39590238,47.25641026,0.074888075,0
MAG,2.694063927,0.371186441,36.3,0.080803571,0
MOG,2.570015221,0.389102754,93.75,0.157563025,0
AIFM1,2.665905632,0.375107051,56.55,0.113810484,0
MTPAP,2.939117199,0.340238219,27,0.108120981,0
HTRA1,2.740487062,0.364898639,45.13333333,0.10708035,0
ATPAF2,2.942922374,0.339798293,39.94736842,0.148860958,0
PPIL2,3.251902588,0.307512286,18.16666667,0.192307692,0
DIABLO,2.614916286,0.38242142,64.46153846,0.116358325,0
PARP1,2.355403349,0.424555735,73.71698113,0.088261213,0
ENDOG,2.795281583,0.357745712,51.84615385,0.141060574,0
PDPK1,2.566210046,0.389679715,74.95454545,0.124772727,0
NCAPG2,3.03500761,0.329488465,23.46153846,0.121224325,0
RALBP1,2.716133942,0.368170356,71.90909091,0.160667073,0
DCN,2.52435312,0.396141091,86.61111111,0.134489303,0
C12orf5,2.629375951,0.380318379,88.14285714,0.162361624,0
EEF1A2,2.477929985,0.403562654,67.70967742,0.095950583,0
RHOV,2.724505327,0.367039106,43.4,0.100462963,0
GLI1,2.416286149,0.413858268,69.27659574,0.09124548,0
SKP1,2.357686454,0.424144609,49.43589744,0.061778846,0
UBE3A,2.404870624,0.415822785,55.10909091,0.07210852,0
NCK2,2.627092846,0.380648899,62.95238095,0.116060446,0
SPR,2.713089802,0.36858345,46.64285714,0.105357143,0
MAPK8IP1,2.589802131,0.386129885,74.6875,0.128549914,0
RNF11,2.793759513,0.357940616,59.90909091,0.159332689,0
TRAP1,2.53805175,0.394002999,54,0.085565476,0
TRAF2,2.423896499,0.41255887,61.05769231,0.081956634,0
DNAJB1,2.52587519,0.39590238,63.76,0.097492355,0
VHL,2.426940639,0.412041392,55.55172414,0.075613079,0
FST,2.589041096,0.386243386,91.38888889,0.157200229,0
GYPC,2.840182648,0.352090032,67.16666667,0.205882353,0
RHEB,2.47108067,0.404681244,60.85294118,0.08734787,0
AXIN1,2.394977169,0.417540515,58.18867925,0.074792647,0
IL7,2.461187215,0.406307978,86.61538462,0.122858702,0
LAMC2,2.656012177,0.376504298,58.76470588,0.11613279,0
MUL1,2.617199391,0.382087816,52.36842105,0.095702559,0
CASP6,2.577625571,0.387953942,70.28571429,0.118326118,0
ERBB3,2.389649924,0.418471338,82.63414634,0.103681489,0
KRT10,2.711567732,0.368790345,143,0.311183733,0
IFNAR1,2.51978691,0.396858955,86.25714286,0.131646674,0
SH3RF1,2.659056317,0.376073268,50.91176471,0.104114038,0
BRAF,2.512937595,0.397940642,73.38461538,0.110627683,0
PIK3CB,2.497716895,0.400365631,56,0.084464555,0
LRP5,2.46803653,0.405180389,85.46666667,0.120715631,0
REL,2.430745814,0.411396368,91.60869565,0.122384329,0
PTX3,2.52283105,0.39638009,79.35897436,0.124542125,0
UCN,2.659056317,0.376073268,69.64705882,0.13633218,0
PDIA3,2.442161339,0.409473356,67.20588235,0.091276511,0
FADD,2.485540335,0.402327006,64.16666667,0.094016199,0
LGALS4,2.397260274,0.417142857,78.13333333,0.098611111,0
MAP3K11,2.570015221,0.389102754,80,0.132572432,0
RAPH1,2.768645358,0.361187466,49.27272727,0.124219292,0
FGF8,2.455098935,0.407315561,71.42857143,0.099694068,0
FGF13,2.421613394,0.412947832,88.36734694,0.117353714,0
CD28,2.406392694,0.415559772,79.49152542,0.104046499,0
CUL1,2.407153729,0.415428391,46.46666667,0.062186524,0
SIRT7,2.49695586,0.400487656,83.11538462,0.12104732,0
PTK2,2.361491629,0.423461167,62.53571429,0.077307284,0
TCL1B,2.866818874,0.348818689,99,0.319579288,0
USP1,2.623287671,0.381201044,38.21428571,0.071495452,0
NR4A2,2.45281583,0.407694694,62.07692308,0.08650717,0
GATA2,2.484018265,0.402573529,69.3255814,0.100259146,0
ATG7,2.294520548,0.435820896,61.98666667,0.0710042,0
EGLN1,2.576864536,0.388068517,61.25,0.103692494,0
PIK3C2B,2.800608828,0.357065217,61.88888889,0.170821791,0
FASLG,2.414003044,0.414249685,88.86,0.116767411,0
PEA15,2.767884323,0.361286775,58.18181818,0.147959184,0
DAXX,2.630898021,0.380098351,47.35714286,0.088950054,0
TNFRSF4,2.695585997,0.370976849,92.72727273,0.195627158,0
DDX53,2.565449011,0.389795313,129.1052632,0.2085707,0
IL2RA,2.479452055,0.403314917,79.02,0.115636896,0
TNK2,2.687975647,0.37202718,65.28571429,0.13671758,0
SQSTM1,2.275494673,0.439464883,63.67164179,0.070150899,0
NRF1,2.54414003,0.393060126,67.36,0.106350711,0
ZP3,2.847792998,0.351149118,202,0.619631902,0
FAF1,2.740487062,0.364898639,66.81818182,0.15511761,0
CCNF,2.584474886,0.386925795,51.13157895,0.090086327,0
RNASE1,2.591324201,0.385903084,116.1538462,0.197278912,0
MAP2K7,2.308980213,0.433091628,78.25373134,0.089946818,0
C22orf29,2.817351598,0.354943274,59.54545455,0.171076762,0
CYLD,2.602739726,0.384210526,55.1,0.098980815,0
NDRG1,2.736681887,0.365406007,55.66666667,0.132376396,0
LAMP2,2.431506849,0.411267606,62.26470588,0.08309118,0
INPP5K,2.882039574,0.346976499,132,0.449374289,0
LRPAP1,2.744292237,0.364392679,61.27272727,0.146549836,0
ATG12,2.555555556,0.391304348,57.06896552,0.093193599,0
ANGPT1,2.473363775,0.404307692,102.3684211,0.146449816,0
HDAC2,2.341704718,0.427039324,46.6119403,0.055920876,0
ATG13,2.726027397,0.366834171,48.15789474,0.11357994,0
SESN3,2.856925419,0.350026638,89.25,0.28164557,0
SERPINA4,2.618721461,0.381865737,99.5,0.176106195,0
PGF,2.490106545,0.401589242,99,0.145588235,0
LIG4,2.534246575,0.394594595,73.23076923,0.113360324,0
SPRY1,2.709284627,0.369101124,82,0.179039301,0
CD24,2.47412481,0.404183328,100.4117647,0.142226296,0
PIAS2,2.701674277,0.370140845,65.66666667,0.140256959,0
SIRT5,2.5152207,0.397579425,84.33333333,0.126058794,0
PHB,2.496194825,0.400609756,61.64705882,0.090259237,0
GRIN2B,2.402587519,0.416217928,58.20754717,0.075988965,0
MAP3K14,2.681126332,0.372977576,70.35,0.143571429,0
F9,2.625570776,0.380869565,70.61904762,0.134421769,0
HPD,2.758751903,0.362482759,52.25,0.129791667,0
NOD2,2.534246575,0.394594595,69.85,0.11168,0
TMPRSS6,2.737442922,0.36530442,45.23809524,0.107086436,0
HFE,2.640030441,0.378783511,55.85714286,0.106914797,0
CTSC,2.610350076,0.383090379,48.8,0.088828172,0
TFPI,2.694824962,0.371081615,73.53333333,0.156645345,0
IL1A,2.512937595,0.397940642,100.8684211,0.153997589,0
LCN1,2.932267884,0.341032961,68.8,0.263846154,0
GFPT1,2.556316591,0.391187854,80,0.129613807,0
RPSA,2.356164384,0.424418605,55.10344828,0.067199327,0
ELAVL4,2.49543379,0.40073193,57.67741935,0.085400239,0
VPS29,2.733637747,0.365812918,33.64705882,0.078892734,0
AMN,2.878995434,0.347343378,50.57142857,0.168744008,0
TRPC6,2.737442922,0.36530442,39.58823529,0.093229745,0
GH1,2.629375951,0.380318379,69.18181818,0.126939116,0
PCNT,2.617960426,0.381976744,67.26666667,0.121618357,0
SH3BP5,2.741248097,0.364797335,75.77777778,0.176945095,0
NEFL,2.51826484,0.397098821,70.28571429,0.107910906,0
PODXL,2.788432268,0.358624454,70.09090909,0.185939394,0
MYLK,2.595890411,0.385224274,84.94444444,0.146770473,0
ALK,2.395738204,0.417407878,71.07142857,0.090017503,0
GJB1,2.862252664,0.349375166,66.71428571,0.21268827,0
TPO,2.629375951,0.380318379,70.33333333,0.130731103,0
GPX6,2.636225266,0.379330254,64.04166667,0.11970405,0
KRT7,2.627853881,0.380538662,66.31578947,0.12398975,0
CCL26,2.796803653,0.35755102,116.8181818,0.301855767,0
CA8,2.869863014,0.348448687,87.4,0.287788779,0
CUBN,2.869101979,0.348541114,41.08333333,0.13442623,0
PROS1,2.680365297,0.373083475,77.75,0.163340336,0
FGB,2.546423135,0.392707711,66.94594595,0.110289862,0
KDM6B,2.578386606,0.387839433,48.81081081,0.083437283,0
IREB2,2.560121766,0.390606421,61.88461538,0.102056359,0
C19orf10,2.948249619,0.339184306,55.66666667,0.229598893,0
DNAJC10,2.700152207,0.370349493,44.13043478,0.096798853,0
PHYHD1,3.375951294,0.296212804,44,0.511904762,0
KIAA0196,2.97716895,0.335889571,18.88235294,0.086346465,0
ISYNA1,2.875190259,0.34780307,36.72727273,0.122958398,0
CCS,2.95281583,0.338659794,59.625,0.239919355,0
MTIF3,2.902587519,0.344520189,33.23529412,0.120641711,0
TKT,2.627092846,0.380648899,52.27586207,0.098998888,0
MBTPS2,2.944444444,0.339622642,28.58333333,0.113697706,0
FDXR,2.810502283,0.355808286,40.47826087,0.112824872,0
GBE1,2.794520548,0.357843137,35.31578947,0.097121256,0
PSPH,2.942922374,0.339798293,30.41666667,0.125,0
PSAT1,2.696347032,0.370872142,46.875,0.099546908,0
RAD51B,2.925418569,0.341831426,26.58823529,0.106071344,0
AOC1,2.829528158,0.353415815,36.84210526,0.108855224,0
PHOX2B,2.940639269,0.340062112,33.8,0.137398374,0
PTN,2.744292237,0.364392679,61.76923077,0.146520147,0
RET,2.407914764,0.415297092,76.92105263,0.098582996,0
PTPN22,2.5304414,0.39518797,63.63636364,0.100009529,0
DCTN1,2.50304414,0.39951353,34.58139535,0.052805633,0
CALD1,2.823439878,0.354177898,51.66666667,0.15726626,0
INSRR,2.658295282,0.376180933,78.33333333,0.155876494,0
TMEM189,3.257229833,0.307009346,22,0.259259259,0
CYP4F3,3.102739726,0.322295806,48,0.314144737,0
PFN1,2.707001522,0.369412426,51,0.114414414,0
Mar-01,2.806697108,0.356290672,86,0.22707231,0
AMBRA1,2.970319635,0.336664105,37.54545455,0.173400673,0
SETD1A,2.789193303,0.358526603,27.52,0.076741573,0
GABARAP,2.796803653,0.35755102,29.5,0.085513566,0
ULK1,2.628614916,0.380428489,44.04,0.082787194,0
ATG16L1,2.633181126,0.379768786,45.92592593,0.087909749,0
AMIGO2,3.418569254,0.292520036,25,0.5,0
HSD3B7,3.582952816,0.279099405,10,0.306451613,0
MMACHC,3.066210046,0.326135517,20,0.116883117,0
SNX6,3.060882801,0.326703133,22,0.137296532,0
MTR,3.067732116,0.325973704,21.41666667,0.131390593,0
GRN,2.45585997,0.40718934,71.05555556,0.098924482,0
TARDBP,2.453576865,0.407568238,48.31707317,0.067792546,0
VAPB,2.787671233,0.358722359,25.0952381,0.070211039,0
BMX,2.958143075,0.33804991,50.42857143,0.223852041,0
HAPLN2,2.96347032,0.337442219,24.07142857,0.098471487,0
COPE,2.697108067,0.370767494,40.63157895,0.088407293,0
MAP1B,2.449771689,0.408201305,51.02857143,0.071228491,0
SCN1A,2.928462709,0.341476091,22.38095238,0.086714842,0
ARFGAP1,2.687214612,0.37213254,36.33333333,0.079330194,0
NAPG,2.764840183,0.361684558,38.58823529,0.098039216,0
TMED9,2.738203957,0.36520289,36.68421053,0.088227816,0
SPTBN1,2.641552511,0.378565255,37.28571429,0.0727565,0
STMN2,2.784627093,0.359114512,33.34782609,0.092406443,0
SLC8A1,3,0.333333333,20.38461538,0.106382979,0
GBF1,2.783105023,0.359310911,36,0.096616066,0
USO1,2.689497717,0.371816638,37.30434783,0.080745342,0
DCTN4,2.651445967,0.377152698,36.43478261,0.072695652,0
ANKHD1,3.213089802,0.311226907,29.66666667,0.337254902,0
EIF2B4,2.925418569,0.341831426,30.9,0.1212,0
ANKRD50,2.97108067,0.336577869,36.71428571,0.180154821,0
TLX2,3.333333333,0.3,15.8,0.208450704,0
DNAJC13,2.679604262,0.373189435,36.81481481,0.079513639,0
TBC1D5,3.132420091,0.319241983,13.26666667,0.101041667,0
ANO3,3.093607306,0.323247232,24.22222222,0.17178881,0
THAP1,2.987062405,0.33477707,33.1,0.157619048,0
TAF1,2.703196347,0.369932432,30.48148148,0.068639746,0
TOR1A,2.601978691,0.384322901,43.95454545,0.077497591,0
FKBP3,2.809741248,0.355904659,39.2,0.109363296,0
PDXK,2.756468798,0.362782993,38.65,0.096125,0
QPCT,2.629375951,0.380318379,59.40909091,0.111881527,0
SAT1,2.9695586,0.336750384,35,0.160266257,0
P2RX2,3.47108067,0.288094716,16,0.262711864,0
DNER,3.054033486,0.327435834,28.75,0.183121019,0
GPC4,2.730593607,0.366220736,54.72222222,0.126250962,0
LRP10,2.97716895,0.335889571,67.4,0.301345291,0
SAR1B,2.96347032,0.337442219,28.91666667,0.125362319,0
SNCAIP,2.659817352,0.375965665,53.94444444,0.10908682,0
TFB2M,2.684931507,0.37244898,37.67857143,0.080702023,0
WWC1,3.02130898,0.330982368,30.42857143,0.158899924,0
DEK,2.655251142,0.37661221,44.375,0.087615283,0
PIN1,2.573820396,0.388527499,46.53846154,0.079089,0
NRGN,2.797564688,0.357453754,48.14285714,0.133853541,0
ATXN3,2.522070015,0.396499698,44.25,0.069707326,0
COPS5,2.362252664,0.423324742,46.125,0.057434539,0
ATP6V0A2,2.559360731,0.390722569,73.3125,0.118325243,0
SYT17,2.876712329,0.347619048,57.375,0.194491525,0
COL4A2,2.796803653,0.35755102,40.55555556,0.109756098,0
OPA1,2.474885845,0.404059041,67.71428571,0.096960704,0
LINGO1,2.818112633,0.354847421,51.15384615,0.15156357,0
USP25,2.735920852,0.36550765,40.15,0.096618357,0
ITM2B,2.918569254,0.342633638,34.23076923,0.12724118,0
POLE,2.642313546,0.378456221,37.35483871,0.073533147,0
NEIL1,3.095890411,0.32300885,26.57142857,0.204395604,0
AQP9,2.770167428,0.360989011,77.11111111,0.191265893,0
CEACAM4,3.769406393,0.265293761,9,0,0
UBE2H,2.689497717,0.371816638,40.275,0.088686534,0
FKBP10,2.787671233,0.358722359,53.77777778,0.144927536,0
ARFGEF1,3.160578387,0.316397785,21.66666667,0.168853893,0
RPH3A,3.069254186,0.325812051,35.85714286,0.21957672,0
KIF2A,2.858447489,0.349840256,26.15789474,0.088793412,0
ARL6IP5,3.099695586,0.322612325,36,0.271317829,0
PANK1,3.286910198,0.304237092,17,0.172619048,0
FBXO8,2.97108067,0.336577869,44.71428571,0.194235589,0
LRRK1,2.818112633,0.354847421,50.45454545,0.150969151,0
ASAP1,3.120243531,0.320487805,29.5,0.19481982,0
RER1,3.092846271,0.323326772,21.625,0.156954887,0
MYO5C,3.283866058,0.304519119,20.4,0.232941176,0
SEC16A,2.910197869,0.343619247,28.2,0.110326797,0
ARID2,2.850076104,0.350867824,56.6,0.174613003,0
UNC13C,3.203196347,0.312188168,22.57142857,0.195488722,0
SMARCA1,2.835616438,0.352657005,34.94736842,0.108881579,0
ARIH1,2.866057839,0.348911312,30.26315789,0.099667774,0
PSMD11,2.48021309,0.403191163,47.21153846,0.068821485,0
USP13,2.780821918,0.359605911,32.9047619,0.089529,0
FSIP1,3.50152207,0.285590089,16.5,0.5,0
CHORDC1,3.031202435,0.329902084,33.875,0.195494186,0
MX2,2.643835616,0.378238342,57.11764706,0.109195402,0
RING1,2.840943683,0.351995714,30.7,0.094891641,0
ISG15,2.404109589,0.415954416,53.6984127,0.070060923,0
EIF4G2,2.815068493,0.355231144,33.72222222,0.098153547,0
ARNTL2,3.026636225,0.330399799,36,0.189720333,0
PSMA2,2.435312024,0.410625,42.5625,0.058626033,0
PSMC1,2.46042618,0.406433653,52.58823529,0.074277168,0
DBNL,2.707001522,0.369412426,37.53571429,0.084650113,0
TLN1,2.706240487,0.36951631,43.75,0.096515487,0
MPRIP,2.878234399,0.347435219,41.1,0.138435374,0
ASAH1,2.811263318,0.355711965,35.07407407,0.097972274,0
FA2H,2.770167428,0.360989011,21.25,0.055597437,0
SMPD2,2.872146119,0.348171701,37,0.120765027,0
GALC,2.933789954,0.340856031,25.5,0.1,0
CSTB,2.763318113,0.361883779,37.44,0.095063613,0
GM2A,3.01674277,0.33148335,25.71428571,0.126671358,0
CERS1,3.102739726,0.322295806,29.625,0.1975,0
PKD1,2.914003044,0.343170541,27.76923077,0.101994302,0
RAB3IP,2.95129376,0.338834451,22.26666667,0.098654709,0
ASCL1,2.528158295,0.395544852,59.14705882,0.092227219,0
OMP,3.015981735,0.331566995,38.55555556,0.19016031,0
REST,2.796803653,0.35755102,47.14285714,0.127564847,0
PHLDA2,3.110350076,0.321507218,36.4,0.24,0
SOX3,2.797564688,0.357453754,41,0.110433604,0
LMX1B,2.858447489,0.349840256,30.13636364,0.09613709,0
NEUROG2,2.943683409,0.339710445,38,0.150197628,0
ASIC2,3.598934551,0.277860013,13,0.25,0
PIEZO1,3.199391172,0.312559467,19.57142857,0.174311927,0
ASIP,3.049467275,0.327926129,51.25,0.271390374,0
TPCN2,3.02891933,0.330150754,25.85714286,0.155052265,0
EIF2S2,2.864535769,0.349096706,31.89285714,0.107504826,0
ASNA1,3.0152207,0.331650681,30.625,0.158031088,0
SGTA,2.924657534,0.341920375,31.07692308,0.124069479,0
DNAJB9,3.026636225,0.330399799,33.625,0.181081081,0
ATAD1,3.356164384,0.297959184,24.33333333,0.333333333,0
ASPSCR1,2.668188737,0.374786081,74.7,0.15030426,0
PAFAH1B1,2.754185693,0.363083725,24.88888889,0.065504334,0
DCC,2.980974125,0.335460812,29.18181818,0.133417508,0
MBD5,3.114155251,0.32111437,24.85714286,0.17044335,0
BAP1,2.890410959,0.345971564,37.375,0.132562278,0
ATF7IP,3.279299848,0.304943142,28.25,0.26980198,0
GTF2H1,2.856164384,0.350119904,28.36842105,0.091296202,0
DCDC2,3.062404871,0.326540755,22.5,0.140322581,0
TMEM59,3.233637747,0.309249235,20.125,0.21978022,0
FYCO1,3.005327245,0.332742466,24.4,0.1375,0
WDR45,3.002283105,0.333079848,28.16666667,0.137663399,0
STK35,2.866057839,0.348911312,46.625,0.152916667,0
DGKD,3.216133942,0.310932324,19.25,0.169642857,0
HS1BP3,3.309741248,0.302138423,15.4,0.218181818,0
RIPK3,2.646879756,0.377803335,64.64,0.124710425,0
FBXO9,2.766362253,0.361485557,45.96875,0.121289578,0
FBXO7,2.509893455,0.398423287,43.57407407,0.068670405,0
KCTD7,2.691019787,0.371606335,39.58139535,0.088299419,0
FBXW12,2.789193303,0.358526603,47.36666667,0.131574074,0
TRIM9,2.787671233,0.358722359,43.34375,0.119318182,0
FBXW8,2.757990868,0.362582781,44.91176471,0.116351722,0
TRIM41,2.799086758,0.35725938,45.63333333,0.128450704,0
ZNF645,2.812024353,0.355615697,47.85714286,0.139933166,0
RNF41,2.735920852,0.36550765,43.54285714,0.106062718,0
FBXO2,2.767884323,0.361286775,44,0.116402116,0
UBAC1,2.802891933,0.356774369,46.62068966,0.133868411,0
FBXO41,2.788432268,0.358624454,45.96774194,0.127688172,0
UBE2Z,2.762557078,0.361983471,42.78787879,0.111559459,0
PAM,3.085996956,0.32404439,26.625,0.159722222,0
HEPH,2.98021309,0.335546476,30.83333333,0.134868421,0
ATP13A2,2.614155251,0.382532751,31.87804878,0.061022334,0
ATP1B4,3.245814307,0.308089097,29.8,0.2304,0
CLN6,3.00761035,0.332489879,27.9,0.148924731,0
SPG11,2.886605784,0.34642763,24.15,0.083391003,0
MFSD8,3.077625571,0.324925816,29,0.19205298,0
TPP1,2.99391172,0.334011185,24.42857143,0.124635569,0
CTSF,2.935312024,0.340679284,32,0.133333333,0
CLSTN2,3.515981735,0.284415584,18.33333333,0.352941176,0
SLC39A8,2.864535769,0.349096706,31.5,0.100806452,0
TMEM230,2.812785388,0.355519481,51.23076923,0.147214854,0
CLN3,2.900304414,0.344791393,29.28571429,0.108208955,0
C19orf12,3.161339422,0.316321618,25.125,0.163398693,0
ATP13A4,3.161339422,0.316321618,39.66666667,0.364779874,0
RRN3,3.121004566,0.320409656,27.28571429,0.199579832,0
ATP6V1A,2.597412481,0.384998535,41.30434783,0.072745429,0
CACNA1A,2.602739726,0.384210526,40.03846154,0.072332731,0
GRIA3,2.728310502,0.366527197,44.55,0.104577465,0
ATP2C1,2.843226788,0.351713062,58.5,0.18407173,0
GABRB2,2.884322679,0.346701847,35.26315789,0.116380059,0
RTN1,2.807458143,0.356194091,26,0.076901208,0
ATP6V1E1,2.747336377,0.36398892,61.55555556,0.147791165,0
NPM3,3.023592085,0.330732444,47.6,0.250793651,0
COX8A,3.061643836,0.326621924,39,0.218699839,0
TUBA1A,2.51217656,0.398061194,57.65384615,0.087237762,0
UQCRH,2.895738204,0.345335085,35.5625,0.13125,0
DNAJC14,3.708523592,0.269649087,21,0,0
PLEKHM1,3.139269406,0.318545455,18,0.136950904,0
OXR1,3.02283105,0.33081571,46.4,0.242328042,0
VPS11,3.117199391,0.320800781,22.72727273,0.148705599,0
VPS41,3.112633181,0.321271394,27.66666667,0.194835681,0
RPL32,2.574581431,0.388412651,42.02857143,0.071966732,0
SCLY,2.97108067,0.336577869,35.6,0.149787234,0
NPTX2,2.909436834,0.343709129,44.33333333,0.161800487,0
SDHAF1,3.130898021,0.31939718,45.44444444,0.287623066,0
TOM1L2,3.377473364,0.296079315,16.25,0.2625,0
RRM2B,2.867579909,0.348726115,32.72222222,0.104858878,0
GTF2H4,2.911719939,0.343439624,24,0.090168818,0
LIFR,2.731354642,0.366118696,66,0.151255432,0
MCPH1,2.818873668,0.35475162,25.04545455,0.074890471,0
RPL23A,2.577625571,0.387953942,38.48717949,0.067878623,0
XRCC3,2.882039574,0.346976499,37.58823529,0.125713162,0
WDHD1,2.937595129,0.340414508,30,0.121370499,0
NELFE,3.121004566,0.320409656,27.875,0.167944785,0
TCEA1,2.948249619,0.339184306,23.82352941,0.099528419,0
CDKN2D,2.96499239,0.337268994,52.25,0.219012605,0
FANCB,3.086757991,0.323964497,30.16666667,0.213429257,0
ATXN10,3.02739726,0.330316742,23.27272727,0.121370776,0
JPH3,3.162100457,0.316245487,21,0.205,0
CNBP,2.764079148,0.361784141,42.76923077,0.107343538,0
DMPK,2.859969559,0.349654071,67.6,0.213968254,0
PSMD7,2.531202435,0.395069152,45.5,0.0727,0
USP30,2.927701674,0.341564856,24.70588235,0.103806228,0
YOD1,2.949010654,0.339096774,32.92857143,0.141929499,0
Mar-05,2.968797565,0.336836709,31.72727273,0.14978355,0
USP15,2.767884323,0.361286775,46.55,0.115222772,0
KREMEN1,3.000761035,0.333248795,48.85714286,0.23489011,0
DP2,2.853881279,0.3504,67.5,0.211598746,0
SOST,2.606544901,0.383649635,87.47368421,0.15373231,0
MACF1,2.759512938,0.362382791,61.81818182,0.157235622,0
PSMB9,2.531202435,0.395069152,49.40425532,0.078978723,0
PSMB8,2.553272451,0.391654247,45.36956522,0.074991017,0
CACYBP,2.766362253,0.361485557,60.14285714,0.152853508,0
TNKS2,2.853881279,0.3504,48.6875,0.150815217,0
RNF146,3.006849315,0.332574032,39.35714286,0.188873626,0
B3GALT4,3.645357686,0.274321503,9.8,0.259459459,0
HEXA,3.132420091,0.319241983,18.69230769,0.116594098,0
ELF4,3.054033486,0.327435834,53.75,0.280585106,0
B4GALNT1,3.165144597,0.315941332,16.11111111,0.14159292,0
ST3GAL2,3.112633181,0.321271394,23.44444444,0.159722222,0
B3GAT1,2.675038052,0.373826458,68.85185185,0.144041531,0
XYLT2,3.208523592,0.311669829,22.625,0.195652174,0
LAG3,2.786149163,0.358918328,79.10526316,0.203879544,0
CSPG4,3,0.333333333,32.91666667,0.149621212,0
SPG21,2.929223744,0.341387373,23.8,0.092447917,0
ST8SIA4,3.163622527,0.316093337,26,0.216117216,0
ST8SIA3,3.128614916,0.31963026,24.5,0.18129771,0
PSMG1,3.191019787,0.313379442,37.75,0.335585586,0
SEZ6L2,3.541856925,0.282337774,7.833333333,0.192982456,0
BAG5,2.852359209,0.35058698,61.11111111,0.197770586,0
BAI1,3.291476408,0.303815029,35.5,0.5390625,0
USP37,3.063926941,0.326378539,40.1,0.235294118,0
SF3B1,2.831811263,0.353130879,27.03030303,0.082890443,0
BRCC3,2.853881279,0.3504,36.375,0.118485342,0
BCKDK,2.859208524,0.349747139,120,0.372670807,0
RHOT1,2.796803653,0.35755102,31.86956522,0.08978138,0
NKTR,2.804414003,0.356580733,44.75,0.126062323,0
PSPN,2.97412481,0.336233367,53.57142857,0.238095238,0
DOCK3,2.896499239,0.345244351,59.14285714,0.210957501,0
GNPDA2,2.897260274,0.345153664,36.45454545,0.133847702,0
NRTN,2.894977169,0.345425868,50.33333333,0.177856302,0
TNNI3K,2.97716895,0.335889571,36.71428571,0.170226969,0
ECD,2.875951294,0.347711035,46.66666667,0.16087963,0
TRPC1,2.808219178,0.356097561,36.14285714,0.101324238,0
MTA1,2.828006088,0.353606028,47.5,0.139112903,0
GDF5,2.841704718,0.351901446,47.4,0.137004831,0
DSPP,2.725266362,0.36693661,74.5,0.167986425,0
Dec-01,3.095890411,0.32300885,43,0.330769231,0
BIN3,3.108828006,0.321664627,18.7,0.127464789,0
DLGAP4,3.182648402,0.31420373,25.5,0.209366391,0
SNX3,3.03348554,0.329653788,20.36363636,0.116959064,0
STC1,2.738203957,0.36520289,99.375,0.227873563,0
LHFPL2,3.897260274,0.25659051,8,0.5,0
ESRRG,2.901826484,0.344610543,40.4,0.141785714,0
COL11A2,2.973363775,0.336319427,26.66666667,0.114655172,0
KLF9,2.980974125,0.335460812,83.25,0.359307359,0
SOX6,2.884322679,0.346701847,52.4,0.168709677,0
RGMA,3.02739726,0.330316742,40.375,0.185185185,0
BMS1,2.99086758,0.334351145,24.88235294,0.117647059,0
MPHOSPH6,3.369863014,0.296747967,30.5,0.386075949,0
TFB1M,2.945966514,0.339447171,31.83333333,0.128360215,0
TYW1B,3.752663623,0.266477388,21,0.617647059,0
RPS25,2.642313546,0.378456221,37.23529412,0.073616773,0
EBNA1BP2,2.742009132,0.364696087,33.20833333,0.080190592,0
RPS8,2.550228311,0.392121755,42.61904762,0.070834324,0
PARL,2.792998478,0.358038147,36.47619048,0.103920771,0
USP10,2.853881279,0.3504,35.84210526,0.118117075,0
USP3,3.082952816,0.324364354,40.33333333,0.255274262,0
BRD2,2.697108067,0.370767494,50.94444444,0.109438471,0
BRI3,3.057838661,0.327028372,42.8,0.264197531,0
BRINP1,2.999238965,0.333417914,47.8,0.245595855,0
MTX1,3.128614916,0.31963026,34.66666667,0.248201439,0
CACUL1,2.863013699,0.349282297,49,0.161649609,0
MDGA2,3.350076104,0.298500682,11.85714286,0.18969555,0
LSAMP,3.210806697,0.31144821,18,0.178932179,0
LY6E,3.136225266,0.318854647,22.25,0.160845588,0
LYPD5,3.422374429,0.292194797,14.2,0.278431373,0
NNMT,3.162861492,0.316169394,18.14285714,0.159895151,0
BUB1B-PAK6,3.379756469,0.295879306,17.25,0.314814815,0
C10orf32,4.182648402,0.239082969,5.5,0.611111111,0
WBP1L,3.414764079,0.292846,14.5,0.337209302,0
CNNM2,3.267123288,0.306079665,12.42857143,0.15018315,0
C11orf31,3.351598174,0.298365123,25.4,0.379104478,0
SEPHS1,3.003805175,0.332911072,23.78571429,0.116115412,0
SELT,3.242770167,0.308378315,20.125,0.220833333,0
FBP1,2.733637747,0.365812918,70,0.164123631,0
C16orf53,3.703957382,0.269981508,10,0.295454545,0
TAOK2,3.878234399,0.257849294,5.5,0.35,0
FAM57B,3.160578387,0.316397785,28.6,0.210447761,0
C18orf8,4.01826484,0.248863636,9,0,0
SLC20A2,3.019025875,0.33123267,30.88888889,0.152637486,0
